,Country,Relative humidity (%),Air velocity (m/s),Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Thermal sensation,Air temperature (¡C),Air temperature (¡F),Tg_h (¡C),Tg_h (¡F),Air velocity (fpm),Subject«s height (cm),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
1211,Mexico,38.0,0.9,66323,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.8,94.6,35.6,96.1,177.17,160.0,21.1,70.0,Database 2
1212,Mexico,39.0,0.5,66324,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.3,95.5,36.1,97.0,98.43,165.0,21.1,70.0,Database 2
1213,Mexico,39.0,0.5,66325,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.3,95.5,36.1,97.0,98.43,160.0,21.1,70.0,Database 2
1214,Mexico,39.0,0.5,66326,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.3,95.5,36.1,97.0,98.43,160.0,21.1,70.0,Database 2
1215,Mexico,37.0,1.1,66327,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.6,96.1,36.6,97.9,216.54,150.0,21.1,70.0,Database 2
1216,Mexico,36.0,0.5,66328,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.6,96.1,36.2,97.2,98.43,165.0,21.1,70.0,Database 2
1217,Mexico,36.0,0.5,66329,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.6,96.1,36.2,97.2,98.43,160.0,21.1,70.0,Database 2
1218,Mexico,39.0,0.3,66330,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.7,96.3,36.0,96.8,59.06,165.0,21.1,70.0,Database 2
1219,Mexico,39.0,0.3,66331,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.7,96.3,36.0,96.8,59.06,155.0,21.1,70.0,Database 2
1220,Mexico,38.0,1.2,66332,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.6,96.1,35.9,96.6,236.22,160.0,21.1,70.0,Database 2
1221,Mexico,38.0,1.2,66333,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.6,96.1,35.9,96.6,236.22,160.0,21.1,70.0,Database 2
1222,Mexico,38.0,1.2,66334,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.6,96.1,35.9,96.6,236.22,155.0,21.1,70.0,Database 2
1223,Mexico,38.0,1.2,66335,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,35.6,96.1,35.9,96.6,236.22,160.0,21.1,70.0,Database 2
1224,Mexico,38.0,1.2,66336,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,35.6,96.1,35.9,96.6,236.22,162.0,21.1,70.0,Database 2
1225,Mexico,48.0,1.2,66337,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,32.3,90.1,33.1,91.6,236.22,172.0,21.1,70.0,Database 2
1226,Mexico,48.0,1.2,66338,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,32.3,90.1,33.1,91.6,236.22,160.0,21.1,70.0,Database 2
1227,Mexico,49.0,0.4,66339,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,0.0,31.6,88.9,32.6,90.7,78.74,165.0,21.1,70.0,Database 2
1228,Mexico,47.0,1.1,66340,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.0,89.6,32.8,91.0,216.54,165.0,21.1,70.0,Database 2
1229,Mexico,47.0,1.1,66341,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.0,89.6,32.8,91.0,216.54,160.0,21.1,70.0,Database 2
1230,Mexico,44.0,1.2,66342,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.2,90.0,33.1,91.6,236.22,165.0,21.1,70.0,Database 2
1231,Mexico,45.0,0.5,66343,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,32.1,89.8,33.4,92.1,98.43,165.0,21.1,70.0,Database 2
1232,Mexico,45.0,0.5,66344,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.1,89.8,33.4,92.1,98.43,163.0,21.1,70.0,Database 2
1233,Mexico,43.0,0.6,66345,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,33.1,91.6,33.2,91.8,118.11,160.0,21.1,70.0,Database 2
1234,Mexico,43.0,0.6,66346,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,33.1,91.6,33.2,91.8,118.11,158.0,21.1,70.0,Database 2
1235,Mexico,42.0,1.6,66347,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,33.8,92.8,35.0,95.0,314.96,165.0,21.1,70.0,Database 2
1236,Mexico,42.0,1.6,66348,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,33.8,92.8,35.0,95.0,314.96,160.0,21.1,70.0,Database 2
1237,Mexico,42.0,1.6,66349,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,33.8,92.8,35.0,95.0,314.96,162.0,21.1,70.0,Database 2
1238,Mexico,40.0,1.3,66350,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.4,93.9,34.6,94.3,255.91,159.0,21.1,70.0,Database 2
1239,Mexico,39.0,0.5,66351,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.2,93.6,35.1,95.2,98.43,160.0,21.1,70.0,Database 2
1240,Mexico,39.0,0.5,66352,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,34.2,93.6,35.1,95.2,98.43,160.0,21.1,70.0,Database 2
1241,Mexico,39.0,0.4,66353,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,34.4,93.9,35.2,95.4,78.74,150.0,21.1,70.0,Database 2
1242,Mexico,39.0,0.5,66354,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.5,94.1,34.7,94.5,98.43,165.0,21.1,70.0,Database 2
1243,Mexico,39.0,0.5,66355,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,34.5,94.1,34.7,94.5,98.43,155.0,21.1,70.0,Database 2
1244,Mexico,40.0,0.4,66356,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,35.2,95.4,35.6,96.1,78.74,165.0,21.1,70.0,Database 2
1245,Mexico,38.0,0.4,66357,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.4,95.7,36.5,97.7,78.74,160.0,21.1,70.0,Database 2
1246,Mexico,38.0,0.4,66358,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.4,95.7,36.5,97.7,78.74,155.0,21.1,70.0,Database 2
1247,Mexico,39.0,0.4,66359,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.1,95.2,36.2,97.2,78.74,150.0,21.1,70.0,Database 2
1248,Mexico,39.0,0.4,66360,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.1,95.2,36.2,97.2,78.74,163.0,21.1,70.0,Database 2
1249,Mexico,40.0,0.3,66361,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,35.2,95.4,36.0,96.8,59.06,150.0,21.1,70.0,Database 2
1250,Mexico,40.0,0.4,66362,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.8,94.6,35.2,95.4,78.74,162.0,21.1,70.0,Database 2
1251,Mexico,40.0,0.4,66363,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.8,94.6,35.2,95.4,78.74,158.0,21.1,70.0,Database 2
1252,Mexico,41.0,0.8,66364,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,34.6,94.3,35.2,95.4,157.48,175.0,21.1,70.0,Database 2
1253,Mexico,41.0,0.8,66365,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.6,94.3,35.2,95.4,157.48,152.0,21.1,70.0,Database 2
1254,Mexico,43.0,0.9,66366,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.5,94.1,35.2,95.4,177.17,160.0,21.1,70.0,Database 2
1255,Mexico,43.0,0.9,66367,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,34.5,94.1,35.2,95.4,177.17,155.0,21.1,70.0,Database 2
1256,Mexico,48.0,0.4,66368,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,32.3,90.1,32.6,90.7,78.74,155.0,21.1,70.0,Database 2
1257,Mexico,48.0,0.4,66369,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.3,90.1,32.6,90.7,78.74,162.0,21.1,70.0,Database 2
1258,Mexico,48.0,0.5,66370,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.1,89.8,32.4,90.3,98.43,150.0,21.1,70.0,Database 2
1259,Mexico,48.0,0.5,66371,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,32.1,89.8,32.4,90.3,98.43,155.0,21.1,70.0,Database 2
1260,Mexico,52.0,1.4,66372,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,31.5,88.7,31.9,89.4,275.59,155.0,21.1,70.0,Database 2
1261,Mexico,52.0,1.4,66373,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,31.5,88.7,31.9,89.4,275.59,162.0,21.1,70.0,Database 2
1262,Mexico,52.0,1.4,66374,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,31.5,88.7,31.9,89.4,275.59,163.0,21.1,70.0,Database 2
1263,Mexico,52.0,1.4,66375,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,31.5,88.7,31.9,89.4,275.59,152.0,21.1,70.0,Database 2
1264,Mexico,53.0,0.5,66376,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,31.5,88.7,32.3,90.1,98.43,162.0,21.1,70.0,Database 2
1265,Mexico,53.0,0.5,66377,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,31.5,88.7,32.3,90.1,98.43,165.0,21.1,70.0,Database 2
1266,Mexico,55.0,0.8,66378,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,31.2,88.2,31.8,89.2,157.48,159.0,21.1,70.0,Database 2
1267,Mexico,55.0,0.8,66379,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,31.2,88.2,31.8,89.2,157.48,155.0,21.1,70.0,Database 2
1268,Mexico,55.0,0.8,66380,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,2.0,31.2,88.2,31.8,89.2,157.48,150.0,21.1,70.0,Database 2
1269,Mexico,58.0,0.7,66381,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,29.5,85.1,30.1,86.2,137.8,162.0,21.1,70.0,Database 2
1270,Mexico,58.0,0.7,66382,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,29.5,85.1,30.1,86.2,137.8,160.0,21.1,70.0,Database 2
1271,Mexico,58.0,0.6,66383,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,29.5,85.1,30.1,86.2,118.11,155.0,21.1,70.0,Database 2
1272,Mexico,58.0,0.6,66384,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Summer,Aw,Tropical wet savanna,MÌ©rida,Multifamily housing,Mixed Mode,Air Conditioned,1.0,29.5,85.1,30.1,86.2,118.11,149.0,21.1,70.0,Database 2
