,Country,Unnamed: 0,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Building type,Cooling startegy_building level,Heating strategy_building level,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air temperature (¡C),Air temperature (¡F),Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
514,Slovakia,26721,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,,,3.4,38.1,Database 2
515,Slovakia,26722,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
516,Slovakia,26723,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
517,Slovakia,26724,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
518,Slovakia,26725,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
519,Slovakia,26726,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
520,Slovakia,26727,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
521,Slovakia,26728,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
522,Slovakia,26729,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-1.0,0.0,no change,20.0,68.0,3.4,38.1,Database 2
523,Slovakia,26730,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
524,Slovakia,26731,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
525,Slovakia,26732,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
526,Slovakia,26733,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
527,Slovakia,26734,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,cooler,24.0,75.2,3.4,38.1,Database 2
528,Slovakia,26735,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
529,Slovakia,26736,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
530,Slovakia,26737,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
531,Slovakia,26738,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
532,Slovakia,26739,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
533,Slovakia,26740,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
534,Slovakia,26741,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
535,Slovakia,26742,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
536,Slovakia,26743,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
537,Slovakia,26744,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
538,Slovakia,26745,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
539,Slovakia,26746,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
540,Slovakia,26747,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,warmer,,,3.4,38.1,Database 2
541,Slovakia,26748,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
542,Slovakia,26749,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
543,Slovakia,26750,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,cooler,20.0,68.0,3.4,38.1,Database 2
544,Slovakia,26751,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
545,Slovakia,26752,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
546,Slovakia,26753,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,cooler,22.0,71.6,3.4,38.1,Database 2
547,Slovakia,26754,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
548,Slovakia,26755,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,,,3.4,38.1,Database 2
549,Slovakia,26756,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
550,Slovakia,26757,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,cooler,,,3.4,38.1,Database 2
551,Slovakia,26758,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
552,Slovakia,26759,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
553,Slovakia,26760,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
554,Slovakia,26761,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
555,Slovakia,26762,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
556,Slovakia,26763,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
557,Slovakia,26764,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
558,Slovakia,26765,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
559,Slovakia,26766,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
560,Slovakia,26767,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,warmer,,,3.4,38.1,Database 2
561,Slovakia,26768,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
562,Slovakia,26769,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
563,Slovakia,26770,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
564,Slovakia,26771,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
565,Slovakia,26772,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-2.0,0.0,warmer,22.0,71.6,3.4,38.1,Database 2
566,Slovakia,26773,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
567,Slovakia,26774,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,cooler,22.0,71.6,3.4,38.1,Database 2
568,Slovakia,26775,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
569,Slovakia,26776,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
570,Slovakia,26777,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
571,Slovakia,26778,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
572,Slovakia,26779,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,,,3.4,38.1,Database 2
573,Slovakia,26780,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
574,Slovakia,26781,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
575,Slovakia,26782,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,,,3.4,38.1,Database 2
576,Slovakia,26783,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
577,Slovakia,26784,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,cooler,,,3.4,38.1,Database 2
578,Slovakia,26785,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,no change,20.0,68.0,3.4,38.1,Database 2
579,Slovakia,26786,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
580,Slovakia,26787,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,1.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
581,Slovakia,26788,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
582,Slovakia,26789,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
583,Slovakia,26790,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
584,Slovakia,26791,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,cooler,22.0,71.6,3.4,38.1,Database 2
585,Slovakia,26792,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,22.0,71.6,3.4,38.1,Database 2
586,Slovakia,26793,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,,,3.4,38.1,Database 2
587,Slovakia,26794,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
588,Slovakia,26795,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,-2.0,1.0,warmer,22.0,71.6,3.4,38.1,Database 2
589,Slovakia,26796,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,0.0,1.0,warmer,20.0,68.0,3.4,38.1,Database 2
590,Slovakia,26797,"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Multifamily housing,Naturally Ventilated,Mechanical Heating,2.0,1.0,no change,24.0,75.2,3.4,38.1,Database 2
