,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (¡C),Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
65122,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,19.5,67.1,,,,,,,,,,,,,22.1,71.8,,,,,41.0,,,0.6,118.11,,,,,,,156.0,,,,,,,19.4,67.0,Database 2
65123,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-2.0,,warmer,,,,,,,,,,,,,18.6,65.5,,,,,,,,,,,,,18.9,66.0,,,,,49.0,,,0.9,177.17,,,,,,,160.0,,,,,,,19.4,67.0,Database 2
65124,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,17.1,62.8,,,,,,,,,,,,,19.3,66.7,,,,,38.0,,,0.6,118.11,,,,,,,151.0,,,,,,,19.4,67.0,Database 2
65125,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-2.0,,warmer,,,,,,,,,,,,,17.9,64.2,,,,,,,,,,,,,20.9,69.6,,,,,51.0,,,0.6,118.11,,,,,,,150.0,,,,,,,19.4,67.0,Database 2
65126,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,18.2,64.8,,,,,,,,,,,,,20.9,69.6,,,,,51.0,,,0.8,157.48,,,,,,,145.0,,,,,,,19.4,67.0,Database 2
65127,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,28.7,83.7,,,,,,,,,,,,,29.8,85.6,,,,,27.0,,,0.6,118.11,,,,,,,156.0,,,,,,,19.4,67.0,Database 2
65128,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,cooler,,,,,,,,,,,,,24.6,76.3,,,,,,,,,,,,,23.6,74.5,,,,,28.0,,,0.6,118.11,,,,,,,178.0,,,,,,,19.4,67.0,Database 2
65129,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,25.2,77.4,,,,,,,,,,,,,24.6,76.3,,,,,27.0,,,0.6,118.11,,,,,,,157.0,,,,,,,19.4,67.0,Database 2
65130,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-1.0,,warmer,,,,,,,,,,,,,23.6,74.5,,,,,,,,,,,,,23.1,73.6,,,,,29.0,,,0.7,137.8,,,,,,,164.0,,,,,,,19.4,67.0,Database 2
65131,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-1.0,,warmer,,,,,,,,,,,,,23.7,74.7,,,,,,,,,,,,,23.4,74.1,,,,,30.0,,,0.6,118.11,,,,,,,160.0,,,,,,,19.4,67.0,Database 2
65132,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-1.0,,warmer,,,,,,,,,,,,,23.4,74.1,,,,,,,,,,,,,22.7,72.9,,,,,33.0,,,0.5,98.43,,,,,,,158.0,,,,,,,19.4,67.0,Database 2
65133,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,24.5,76.1,,,,,,,,,,,,,23.8,74.8,,,,,29.0,,,0.5,98.43,,,,,,,154.0,,,,,,,19.4,67.0,Database 2
65134,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,24.7,76.5,,,,,,,,,,,,,25.1,77.2,,,,,32.0,,,0.6,118.11,,,,,,,182.0,,,,,,,19.4,67.0,Database 2
65135,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,24.4,75.9,,,,,,,,,,,,,24.5,76.1,,,,,33.0,,,0.6,118.11,,,,,,,160.0,,,,,,,19.4,67.0,Database 2
65136,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,cooler,,,,,,,,,,,,,25.0,77.0,,,,,,,,,,,,,25.3,77.5,,,,,32.0,,,0.6,118.11,,,,,,,165.0,,,,,,,19.4,67.0,Database 2
65137,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,25.4,77.7,,,,,,,,,,,,,26.2,79.2,,,,,35.0,,,0.6,118.11,,,,,,,160.0,,,,,,,19.4,67.0,Database 2
65138,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,1.0,,no change,,,,,,,,,,,,,25.3,77.5,,,,,,,,,,,,,26.2,79.2,,,,,37.0,,,0.6,118.11,,,,,,,155.0,,,,,,,19.4,67.0,Database 2
65139,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,26.0,78.8,,,,,,,,,,,,,26.5,79.7,,,,,30.0,,,0.5,98.43,,,,,,,150.0,,,,,,,19.4,67.0,Database 2
65140,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,cooler,,,,,,,,,,,,,26.8,80.2,,,,,,,,,,,,,27.1,80.8,,,,,30.0,,,0.6,118.11,,,,,,,172.0,,,,,,,19.4,67.0,Database 2
65141,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,cooler,,,,,,,,,,,,,27.1,80.8,,,,,,,,,,,,,29.1,84.4,,,,,22.0,,,0.6,118.11,,,,,,,155.0,,,,,,,19.4,67.0,Database 2
65142,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,27.1,80.8,,,,,,,,,,,,,27.7,81.9,,,,,22.0,,,0.9,177.17,,,,,,,150.0,,,,,,,19.4,67.0,Database 2
65143,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,2.0,,cooler,,,,,,,,,,,,,28.0,82.4,,,,,,,,,,,,,28.8,83.8,,,,,33.0,,,0.7,137.8,,,,,,,154.0,,,,,,,19.4,67.0,Database 2
65144,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,cooler,,,,,,,,,,,,,26.7,80.1,,,,,,,,,,,,,26.0,78.8,,,,,24.0,,,0.9,177.17,,,,,,,153.0,,,,,,,19.4,67.0,Database 2
65145,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,27.8,82.0,,,,,,,,,,,,,27.0,80.6,,,,,27.0,,,0.7,137.8,,,,,,,155.0,,,,,,,19.4,67.0,Database 2
65146,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Spring,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,31.9,89.4,,,,,,,,,,,,,33.5,92.3,,,,,25.0,,,0.5,98.43,,,,,,,160.0,,,,,,,19.4,67.0,Database 2
65147,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,17.1,62.8,,,,,,,,,,,,,17.1,62.8,,,,,46.0,,,1.0,196.85,,,,,,,165.0,,,,,,,19.4,67.0,Database 2
65148,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,17.3,63.1,,,,,,,,,,,,,18.0,64.4,,,,,60.0,,,0.1,19.69,,,,,,,177.0,,,,,,,19.4,67.0,Database 2
65149,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,17.3,63.1,,,,,,,,,,,,,18.2,64.8,,,,,59.0,,,1.1,216.54,,,,,,,163.0,,,,,,,19.4,67.0,Database 2
65150,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,16.9,62.4,,,,,,,,,,,,,17.8,64.0,,,,,42.0,,,0.1,19.69,,,,,,,175.0,,,,,,,19.4,67.0,Database 2
65151,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-2.0,,warmer,,,,,,,,,,,,,17.0,62.6,,,,,,,,,,,,,18.2,64.8,,,,,42.0,,,1.2,236.22,,,,,,,150.0,,,,,,,19.4,67.0,Database 2
65152,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-1.0,,warmer,,,,,,,,,,,,,17.3,63.1,,,,,,,,,,,,,19.6,67.3,,,,,34.0,,,0.8,157.48,,,,,,,,,,,,,,19.4,67.0,Database 2
65153,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-1.0,,warmer,,,,,,,,,,,,,17.4,63.3,,,,,,,,,,,,,19.1,66.4,,,,,46.0,,,1.0,196.85,,,,,,,163.0,,,,,,,19.4,67.0,Database 2
65154,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-1.0,,warmer,,,,,,,,,,,,,17.2,63.0,,,,,,,,,,,,,19.2,66.6,,,,,48.0,,,1.2,236.22,,,,,,,157.0,,,,,,,19.4,67.0,Database 2
65155,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,17.0,62.6,,,,,,,,,,,,,19.3,66.7,,,,,50.0,,,1.4,275.59,,,,,,,160.0,,,,,,,19.4,67.0,Database 2
65156,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-2.0,,warmer,,,,,,,,,,,,,15.2,59.4,,,,,,,,,,,,,17.8,64.0,,,,,45.0,,,1.1,216.54,,,,,,,162.0,,,,,,,19.4,67.0,Database 2
65157,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,1.0,,warmer,,,,,,,,,,,,,17.7,63.9,,,,,,,,,,,,,19.3,66.7,,,,,35.0,,,0.9,177.17,,,,,,,164.0,,,,,,,19.4,67.0,Database 2
65158,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,0.0,,no change,,,,,,,,,,,,,17.7,63.9,,,,,,,,,,,,,18.6,65.5,,,,,36.0,,,0.9,177.17,,,,,,,170.0,,,,,,,19.4,67.0,Database 2
65159,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-2.0,,warmer,,,,,,,,,,,,,19.4,66.9,,,,,,,,,,,,,20.7,69.3,,,,,30.0,,,1.1,216.54,,,,,,,161.0,,,,,,,19.4,67.0,Database 2
65160,"Romero, R. A., Bojrquez, G., Corral, M., & Gallegos, R. (2013). Energy and the occupantÕs thermal perception of low-income dwellings in hot-dry climate: Mexicali, Mxico. Renewable energy, 49, 267-270.",Ramona Romero,2007.0,Winter,BWh,Hot desert,Mexicali,Mexico,Multifamily housing,Mixed Mode,Unknown,,,,-3.0,,warmer,,,,,,,,,,,,,18.7,65.7,,,,,,,,,,,,,19.4,66.9,,,,,36.0,,,0.8,157.48,,,,,,,157.0,,,,,,,19.4,67.0,Database 2
