,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (¡C),Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
62944,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,6,-0.1,5.0,24.06,0.34,1.2,1.2,1.2,1.2,1.2,25.7,78.2,25.7,78.2,24.7,76.5,25.3,77.5,,,,,,,25.3,77.5,25.2,77.3,23.8,74.9,58.8,,,0.04,7.87,0.04,7.87,0.02,3.94,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62945,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,5,0.4,8.0,25.98,0.45,1.2,1.2,1.2,1.2,1.2,26.6,79.8,26.6,79.8,25.5,77.9,25.8,78.4,,,,,,,26.2,79.1,26.0,78.8,24.3,75.7,59.2,,,0.04,7.87,0.04,7.87,0.02,3.94,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62946,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Male,0.0,,no change,,,5,-0.2,6.0,23.8,0.37,1.2,1.2,1.2,1.2,1.2,25.1,77.1,25.1,77.1,24.2,75.6,24.9,76.7,,,,,,,24.6,76.3,24.6,76.3,23.4,74.1,50.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,25.0,77.0,Database 2
62947,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Male,0.0,,cooler,,,5,0.6,13.0,27.37,0.44,1.7,1.0,1.2,2.0,2.0,25.1,77.2,25.1,77.2,24.6,76.3,24.9,76.8,,,,,,,24.8,76.6,24.8,76.6,23.5,74.4,51.8,,,0.08,15.75,0.08,15.75,0.04,7.88,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,25.0,77.0,Database 2
62948,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,6,0.1,5.0,24.69,0.38,1.2,1.2,1.2,1.2,1.2,26.4,79.5,26.4,79.5,25.6,78.2,25.6,78.1,,,,,,,26.1,78.9,25.9,78.5,24.2,75.6,47.3,,,0.06,11.81,0.06,11.81,0.02,3.94,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62949,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,1.0,,cooler,,,4,0.2,6.0,25.23,0.43,1.2,1.2,2.0,1.0,1.0,26.4,79.5,26.4,79.5,25.7,78.3,25.6,78.0,,,,,,,26.2,79.1,25.9,78.6,24.2,75.5,47.4,,,0.04,7.87,0.04,7.87,0.02,3.94,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62950,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Male,1.0,,cooler,,,5,0.5,11.0,26.02,0.38,1.2,1.2,1.2,1.2,1.2,27.9,82.3,27.9,82.3,27.1,80.7,26.6,79.8,,,,,,,27.4,81.4,27.0,80.6,25.1,77.2,42.7,,,0.02,3.94,0.02,3.94,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,25.0,77.0,Database 2
62951,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,-2.0,,warmer,,,6,-0.3,7.0,23.99,0.68,1.2,1.2,1.2,1.2,1.2,22.8,73.0,22.8,73.0,22.1,71.8,22.8,73.0,,,,,,,22.6,72.6,22.7,72.8,21.5,70.6,49.7,,,0.04,7.87,0.04,7.87,0.04,7.88,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62952,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,-2.0,,warmer,,,5,-0.2,6.0,24.47,0.74,1.2,1.2,1.2,1.2,1.2,22.8,73.0,22.8,73.0,22.1,71.8,22.8,73.0,,,,,,,22.6,72.6,22.7,72.8,21.5,70.6,49.7,,,0.04,7.87,0.04,7.87,0.04,7.88,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62953,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,-1.0,,warmer,,,5,-0.2,6.0,24.47,0.88,1.1,1.2,1.2,1.0,1.0,22.9,73.2,22.9,73.2,22.3,72.1,22.9,73.3,,,,,,,22.7,72.8,22.8,73.0,21.6,70.9,49.6,,,0.04,7.87,0.04,7.87,0.02,3.94,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62954,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Summer,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,5,0.9,23.0,30.61,0.8,2.0,2.0,2.0,2.0,2.0,22.9,73.2,22.9,73.2,22.3,72.1,22.9,73.3,,,,,,,22.7,72.8,22.8,73.0,21.6,70.9,49.6,,,0.04,7.87,0.04,7.87,0.02,3.94,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,25.0,77.0,Database 2
62955,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,5,0.0,5.0,25.26,0.88,1.2,1.2,1.2,1.2,1.2,23.3,74.0,23.3,74.0,22.0,71.7,23.0,73.5,,,,,,,22.8,73.0,22.7,72.9,21.8,71.2,27.3,,,0.02,3.94,0.02,3.94,0.07,13.79,0.1,19.7,,,0.0,1.0,0.0,1.0,1.0,5.0,41.0,Database 2
62956,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,5,-0.4,8.0,23.55,0.64,1.2,1.2,1.2,1.2,1.2,23.3,74.0,23.3,74.0,22.0,71.7,23.0,73.5,,,,,,,22.8,73.0,22.7,72.9,21.8,71.2,27.3,,,0.02,3.94,0.02,3.94,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,0.0,5.0,41.0,Database 2
62957,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,6,0.1,5.0,25.59,0.86,1.3,1.2,1.6,1.2,1.2,23.3,74.0,23.3,74.0,22.0,71.7,23.0,73.5,,,,,,,22.8,73.0,22.7,72.9,21.8,71.2,27.3,,,0.02,3.94,0.02,3.94,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,1.0,5.0,41.0,Database 2
62958,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Male,1.0,,cooler,,,6,,,,0.6,,1.0,,,,23.9,74.9,23.9,74.9,22.5,72.5,23.4,74.1,,,,,,,23.3,74.0,23.1,73.7,22.1,71.7,28.1,,,0.26,51.18,0.26,51.18,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,0.0,5.0,41.0,Database 2
62959,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Male,2.0,,cooler,,,2,0.9,21.0,26.95,0.76,2.4,2.0,2.0,2.0,2.8,23.4,74.1,23.4,74.1,21.8,71.2,23.1,73.6,,,,,,,23.4,74.0,23.6,74.5,21.9,71.5,20.1,,,0.62,122.05,0.62,122.05,0.07,13.79,0.1,19.7,,,1.0,0.0,0.0,1.0,1.0,5.0,41.0,Database 2
62960,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,5,0.5,10.0,26.43,0.51,1.7,1.0,1.0,1.9,2.0,24.9,76.7,24.9,76.7,23.5,74.3,23.7,74.7,,,,,,,25.3,77.5,25.2,77.4,22.6,72.6,21.6,,,0.04,7.87,0.04,7.87,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,1.0,5.0,41.0,Database 2
62961,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,1.0,,cooler,,,5,0.4,8.0,26.04,0.64,1.2,1.2,1.2,1.2,1.2,26.3,79.3,26.3,79.3,23.6,74.5,24.0,75.1,,,,,,,29.2,84.6,24.4,76.0,22.7,72.9,24.0,,,0.04,7.87,0.04,7.87,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,0.0,5.0,41.0,Database 2
62962,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,1.0,,no change,,,6,0.5,9.0,26.92,0.98,1.0,1.0,1.0,1.0,1.0,26.3,79.3,26.3,79.3,23.6,74.5,24.0,75.1,,,,,,,29.2,84.6,24.4,76.0,22.7,72.9,24.0,,,0.04,7.87,0.04,7.87,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,1.0,5.0,41.0,Database 2
62963,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Male,0.0,,no change,,,5,0.1,5.0,25.52,0.73,1.0,1.0,1.0,1.0,1.0,26.3,79.3,26.3,79.3,23.6,74.5,24.0,75.1,,,,,,,29.2,84.6,24.4,76.0,22.7,72.9,24.0,,,0.04,7.87,0.04,7.87,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,1.0,5.0,41.0,Database 2
62964,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,6,0.6,13.0,27.45,0.86,1.2,1.2,1.2,1.2,1.2,26.3,79.3,26.3,79.3,23.6,74.5,24.0,75.1,,,,,,,29.2,84.6,24.4,76.0,22.7,72.9,24.0,,,0.04,7.87,0.04,7.87,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,1.0,5.0,41.0,Database 2
62965,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Male,0.0,,no change,,,4,-0.2,6.0,23.76,0.62,1.3,1.6,1.2,1.2,1.2,25.8,78.4,25.8,78.4,23.4,74.1,23.9,75.1,,,,,,,27.6,81.7,24.1,75.3,22.6,72.7,24.5,,,0.3,59.06,0.3,59.06,0.07,13.79,0.1,19.7,,,0.0,0.0,0.0,1.0,0.0,5.0,41.0,Database 2
62966,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,5,-1.1,31.0,20.54,0.79,1.2,1.2,1.2,1.2,1.2,23.5,74.3,23.5,74.3,22.1,71.8,22.9,73.2,,,,,,,22.9,73.2,22.7,72.8,21.6,70.9,24.3,,,0.88,173.23,0.88,173.23,0.07,13.79,0.1,19.7,,,0.0,1.0,0.0,1.0,1.0,5.0,41.0,Database 2
62967,"P. Zangheri, L. Pagliano, R. Armani, M. Santamouris, A. Freire, J.L. Alexandre, F. Nicol (2010).ÊThermal complianceÊin existing buildings. Deliverable number: CC WP5 D5.1. Report of the European project: EIE-07-190 ",Salvatore Carlucci,2008.0,Winter,Cfa,Humid subtropical,Lodi,Italy,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,,Female,0.0,,no change,,,6,-0.5,10.0,22.84,1.06,1.2,1.2,1.2,1.2,1.2,23.5,74.3,23.5,74.3,22.1,71.8,22.9,73.2,,,,,,,22.9,73.2,22.7,72.8,21.6,70.9,24.3,,,0.88,173.23,0.88,173.23,0.07,13.79,0.1,19.7,,,0.0,1.0,0.0,1.0,1.0,5.0,41.0,Database 2
